case_id,likelihood_to_recommend,ticket_open_date,support_plan,account_type,sr_severity,technology_level_1,technology_level_2,technology_level_3,assignment_count,meaningful_comm_count,first_meaningful_comm_duration_mins,all_avg_meaningful_comm_duration_mins,case_origination_source,case_origination_user_type,dayofweek,timewindow,severity_change,age_of_account_days,life_time_spend_usd,monthly_recurring_revenue_usd,ticket_duration_days,tribe_level_1,tribe_level_2,catalog_name,sentiment_overall,anger_overall,disgust_overall,fear_overall,joy_overall,sadness_overall,sentiment_last3_conversation,anger_sentiment_last3,disgust_sentiment_last3,fear_sentiment_last3,joy_sentiment_last3,sadness_sentiment_last3,sentiment_last_conversation,anger_last_conversation,disgust_last_conversation,fear_last_conversation,joy_last_conversation,sadness_last_conversation,sentiment_short_description,anger_short_description,disgust_short_description,fear_short_description,joy_short_description,sadness_short_description,sentiment_description,anger_description,disgust_description,fear_description,joy_description,sadness_description,country,geography,region
cs0000265,0,10/11/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,2,2,8,11,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,2888,12278,237,25,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brazil,la,latin america
cs0000266,0,10/11/2019,support_tier_1,account_type_2,4,technical,assignment_group_7,technology_level_3_2,1,3,11107,4087,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,37,,26,,,,0.883704,0.032388,0.031138,0.024348,0.635317,0.054095,0.883704,0.032388,0.031138,0.024348,0.635317,0.054095,0.913006,0.023617,0.020063,0.009269,0.153763,0.022004,0,0.015575,0.008994,0.027122,0.040012,0.39146,0,0.015575,0.008994,0.027122,0.040012,0.39146,united states of america,am,us
cs0000267,0,10/11/2019,support_tier_3,account_type_3,2,technical,assignment_group_4,technology_level_3_10,1,3,50,143,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,800,184,0,26,tribe_level_1_9,tribe_level_2_4,catalog_level_6,-0.286777,0.089444,0.032639,0.084946,0.591771,0.510981,0.878016,0.160747,0.036524,0.116581,0.227029,0.514358,0.878016,0.11344,0.051448,0.110594,0.23638,0.51472,0,0.022073,0.009878,0.161313,0.070554,0.08615,0.254437,0.035315,0.012707,0.137045,0.163148,0.265342,denmark,ep,nordic
cs0000268,1,10/10/2019,support_tier_2,account_type_3,2,customer support,assignment_group_1,technology_level_3_1,2,2,5196,2755,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,yes,,0,,26,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0000269,0,10/10/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,21,21,case_origination_source_8,case_origination_user_type_2,weekday,prime_time,no,,,,26,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0000270,0,10/10/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,831,831,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,27,,26,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0000271,0,10/10/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,19096,19096,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,2764,0,0,27,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0000272,1,10/10/2019,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_31,1,6,27217,6150,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,,,60,tribe_level_1_14,tribe_level_2_3,catalog_level_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,romania,ep,central and eastern europe
cs0000273,0,10/10/2019,support_tier_1,account_type_2,4,technical,assignment_group_9,technology_level_3_1,2,4,10148,7658,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,no,1252,147987,5826,27,tribe_level_1_1,tribe_level_2_1,catalog_level_1,0,0.097617,0.029873,0.028472,0.077219,0.110465,0,0.097617,0.029873,0.028472,0.077219,0.110465,0,0.097617,0.029873,0.028472,0.077219,0.110465,0,0.09806,0.017119,0.018096,0.044318,0.146716,,,,,,,singapore,as,asean
cs0000274,0,10/9/2019,support_tier_3,account_type_3,2,technical,assignment_group_2,technology_level_3_4,0,6,3,32,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,,1791,,27,tribe_level_1_3,tribe_level_2_2,catalog_level_3,-0.524048,0.102067,0.006331,0.143789,0.05604,0.269605,-0.524048,0.102067,0.006331,0.143789,0.05604,0.269605,-0.511899,0.10945,0.020914,0.170414,0.143976,0.55683,-0.751128,0.109289,0.088012,0.119119,0.024901,0.742209,-0.796177,0.12016,0.068544,0.117507,0.035557,0.676691,united states of america,am,us
cs0000275,1,10/9/2019,support_tier_1,account_type_2,3,technical,assignment_group_3,technology_level_3_2,0,6,0,426,case_origination_source_2,case_origination_user_type_2,weekday,non_prime_time,no,1750,4155,97,27,,,,-0.410598,0.032474,0.031251,0.120514,0.014781,0.210692,-0.410598,0.032474,0.031251,0.120514,0.014781,0.210692,-0.410598,0.032474,0.031251,0.120514,0.014781,0.210692,0,0.066123,0.067812,0.074453,0.018483,0.099849,,,,,,,united states of america,am,us
cs0000276,0,10/9/2019,support_tier_3,account_type_2,1,technical,assignment_group_3,technology_level_3_2,0,4,11,6,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,2039,9799295,133864,27,,,,0.948057,0.059206,0.001911,0.004653,0.412087,0.026158,0.948057,0.059206,0.001911,0.004653,0.412087,0.026158,0.948057,0.059206,0.001911,0.004653,0.412087,0.026158,0,0.048443,0.036807,0.0387,0.140574,0.103522,0,0.063631,0.047621,0.023004,0.049354,0.505419,united states of america,am,us
cs0000277,1,10/9/2019,support_tier_1,account_type_2,2,technical,assignment_group_3,technology_level_3_2,0,1,0,0,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,no,2967,103736,1080,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united arab emirates,ea,middle east and africa
cs0000278,0,10/9/2019,support_tier_2,account_type_1,4,technical,assignment_group_4,technology_level_3_7,0,1,765,765,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,,,27,tribe_level_1_7,tribe_level_2_4,catalog_level_4,0.291512,0.059523,0.019492,0.068649,0.569372,0.508731,0.291512,0.059523,0.019492,0.068649,0.569372,0.508731,-0.499432,0.086777,0.020351,0.1004,0.451208,0.537389,-0.718009,0.08686,0.072945,0.093654,0.174219,0.151545,-0.826627,0.106567,0.005977,0.064755,0.02158,0.333132,argentina,la,latin america
cs0000279,0,10/9/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,2,5,24263,6917,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,2419,107132,1944,61,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0000280,1,10/9/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,2,10661,6032,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,1054,,27,tribe_level_1_1,tribe_level_2_1,catalog_level_1,0.733625,0.065399,0.018487,0.071377,0.668505,0.447927,0.731199,0.067692,0.022979,0.064198,0.67707,0.467351,0.706309,0.060388,0.013195,0.027518,0.206411,0.09213,0,0.057356,0.021939,0.034067,0.072056,0.060172,0.619339,0.01079,0.000869,0.006128,0.479463,0.004679,mexico,la,latin america
cs0000281,1,10/9/2019,support_tier_2,account_type_1,4,technical,assignment_group_4,technology_level_3_10,0,3,32,376,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,,,28,tribe_level_1_9,tribe_level_2_4,catalog_level_6,0.266281,0.053999,0.047444,0.670642,0.144436,0.542904,-0.337575,0.043495,0.053232,0.061364,0.147961,0.578622,-0.788939,0.068249,0.095241,0.117622,0.124658,0.623079,-0.807698,0.250475,0.066423,0.079658,0.015348,0.687208,-0.811571,0.068123,0.053176,0.087464,0.111562,0.66312,azerbaijan,ep,central and eastern europe
cs0000282,1,10/9/2019,support_tier_4,account_type_3,1,technical,assignment_group_9,technology_level_3_2,2,7,7,219,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,1548805,,28,,,,0.847339,0.037052,0.034632,0.052646,0.257734,0.030003,0.847339,0.037052,0.034632,0.052646,0.257734,0.030003,0.847339,0.037052,0.034632,0.052646,0.257734,0.030003,-0.713041,0.033595,0.028478,0.065331,0.744866,0.053295,-0.464376,0.046566,0.023115,0.038545,0.214647,0.201201,united states of america,am,us
cs0000283,0,10/9/2019,support_tier_1,account_type_2,4,technical,assignment_group_3,technology_level_3_109,0,3,518,9367,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,1109,33866,2148,28,tribe_level_1_38,tribe_level_2_12,catalog_level_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0000284,1,10/9/2019,support_tier_2,account_type_1,4,customer support,assignment_group_1,technology_level_3_1,0,1,114,114,case_origination_source_3,case_origination_user_type_1,weekday,non_prime_time,no,,,,28,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united arab emirates,ea,middle east and africa
cs0000285,0,10/9/2019,support_tier_3,account_type_3,2,technical,assignment_group_6,technology_level_3_12,0,8,16,622,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,yes,,0,,28,tribe_level_1_11,tribe_level_2_5,catalog_level_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united kingdom,ep,uk and ireland
cs0000286,1,10/8/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,1,2,0,340,case_origination_source_2,case_origination_user_type_2,weekday,non_prime_time,no,4682,19513,123,28,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0000287,0,10/8/2019,support_tier_4,account_type_2,2,technical,assignment_group_5,technology_level_3_22,0,13,9,1105,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,yes,,33809,,28,tribe_level_1_6,tribe_level_2_3,catalog_level_17,0.529189,0.075068,0.085624,0.071084,0.147059,0.512721,0.529189,0.075068,0.085624,0.071084,0.147059,0.512721,0,0.111842,0.269401,0.02975,0.085971,0.379685,0,0.010647,0.014322,0.049118,0.147664,0.039467,0,0.010465,0.015564,0.046157,0.056312,0.068602,united states of america,am,us
cs0000288,1,10/8/2019,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_4,0,4,46,666,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,,,,28,tribe_level_1_3,tribe_level_2_2,catalog_level_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0000289,1,10/8/2019,support_tier_2,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,303,303,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,,,,28,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0000290,1,10/8/2019,support_tier_3,account_type_2,3,customer support,assignment_group_1,technology_level_3_1,6,12,11,529,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,4073,4825254,89241,28,tribe_level_1_1,tribe_level_2_1,catalog_level_1,-0.487771,0.100687,0.037162,0.062263,0.08745,0.260742,-0.868343,0.012765,0.005662,0.025073,0.135968,0.030779,-0.926272,0.026289,0.013115,0.037565,0.638911,0.171571,-0.917895,0.10852,0.045236,0.060787,0.159871,0.15286,-0.770634,0.222118,0.079393,0.114493,0.139199,0.539113,united states of america,am,us
cs0000291,1,10/8/2019,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_3,0,6,34,1503,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,,,29,tribe_level_1_2,tribe_level_2_3,catalog_level_2,-0.478693,0.019399,0.003408,0.003603,0.033038,0.096758,-0.478693,0.019399,0.003408,0.003603,0.033038,0.096758,0,0.015524,0.007019,0.006933,0.04637,0.050404,0,0.048893,0.025518,0.058396,0.032614,0.774544,0.772934,0.047168,0.027141,0.034328,0.205104,0.08405,switzerland,ep,"dach germany,austria,switz"
cs0000292,0,10/8/2019,support_tier_4,account_type_3,4,customer support,assignment_group_1,technology_level_3_1,0,3,679,4923,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,800,216602,2252,29,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,france,ep,france
cs0000293,1,10/8/2019,support_tier_2,account_type_1,4,technical,assignment_group_5,technology_level_3_9,0,2,368,1547,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,,,,29,tribe_level_1_5,tribe_level_2_5,catalog_level_7,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,-0.830677,0.007317,0.015642,0.01904,0.151723,0.36504,-0.917535,0.056576,0.044776,0.055209,0.086578,0.686757,thailand,as,asean
cs0000294,0,10/8/2019,support_tier_2,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,2,1,5276,5276,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,,0,,29,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,india,as,india-south asia
cs0000295,0,10/8/2019,support_tier_3,account_type_2,2,technical,assignment_group_3,technology_level_3_2,1,1,464,464,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,yes,996,895087,18645,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0000296,1,10/8/2019,support_tier_1,account_type_2,4,technical,assignment_group_8,technology_level_3_2,1,4,83,717,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,847,528801,21112,29,,,,-0.853069,0.189115,0.073998,0.106837,0.003939,0.221283,-0.853069,0.189115,0.073998,0.106837,0.003939,0.221283,-0.853069,0.189115,0.073998,0.106837,0.003939,0.221283,0,0.179006,0.19428,0.099175,0.385841,0.171438,-0.714853,0.094155,0.266625,0.164875,0.155299,0.121593,japan,jn,japan
cs0000297,1,10/7/2019,support_tier_1,account_type_2,4,technical,assignment_group_3,technology_level_3_2,0,1,378,378,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,3733,45900,900,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0000298,0,10/7/2019,support_tier_1,account_type_3,4,technical,assignment_group_2,technology_level_3_17,0,3,10,366,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,,0,,29,tribe_level_1_8,tribe_level_2_2,catalog_level_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0000299,0,10/7/2019,support_tier_2,account_type_2,4,technical,assignment_group_2,technology_level_3_31,5,13,1196,964,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,-300,,29,tribe_level_1_14,tribe_level_2_3,catalog_level_23,-0.801821,0.135825,0.019362,0.039055,0.056745,0.140142,0.501379,0.049281,0.003999,0.015149,0.091447,0.35207,0.979844,0.016336,0.014111,0.025811,0.401488,0.049641,-0.595814,0.035709,0.064095,0.063176,0.095017,0.394376,-0.915198,0.225411,0.051496,0.115725,0.009421,0.758518,ukraine,ep,central and eastern europe
cs0000300,0,10/7/2019,support_tier_4,account_type_3,2,technical,assignment_group_4,technology_level_3_80,0,8,180,7767,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,,,63,tribe_level_1_11,tribe_level_2_5,catalog_level_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,austria,ep,"dach germany,austria,switz"
cs0000301,0,10/7/2019,support_tier_1,account_type_2,2,technical,assignment_group_3,technology_level_3_2,1,9,8,156,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,yes,1497,195217,5568,30,,,,-0.560979,0.096489,0.044859,0.089946,0.647363,0.596446,-0.560979,0.096489,0.044859,0.089946,0.647363,0.596446,-0.822559,0.09836,0.055596,0.106113,0.072614,0.618384,0,0.103736,0.043881,0.086641,0.078527,0.097077,,,,,,,malaysia,as,asean
cs0000302,0,10/7/2019,support_tier_1,account_type_3,4,technical,assignment_group_4,technology_level_3_10,1,12,53,2688,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,10,,63,tribe_level_1_9,tribe_level_2_4,catalog_level_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,france,ep,france
cs0000303,0,10/7/2019,support_tier_4,account_type_3,2,technical,assignment_group_4,technology_level_3_30,2,9,126,1511,case_origination_source_11,case_origination_user_type_1,weekday,non_prime_time,no,799,6024,2494,30,tribe_level_1_16,tribe_level_2_5,catalog_level_22,0.871905,0.055636,0.026502,0.039548,0.664694,0.122466,0.871905,0.055636,0.026502,0.039548,0.664694,0.122466,0.956177,0.10758,0.016361,0.082275,0.332531,0.167098,0,0.105826,0.061145,0.086455,0.195885,0.306444,-0.736587,0.189047,0.024845,0.072248,0.126931,0.375129,united kingdom,ep,uk and ireland
cs0000304,1,10/6/2019,support_tier_2,account_type_2,4,technical,assignment_group_6,technology_level_3_16,0,4,45,1522,case_origination_source_1,case_origination_user_type_1,weekend,non_prime_time,no,,0,,30,tribe_level_1_13,tribe_level_2_8,catalog_level_11,-0.539601,0.07486,0.031968,0.069064,0.638016,0.542836,-0.758072,0.087343,0.037363,0.06297,0.110599,0.54111,-0.71007,0.024209,0.000809,0.082564,0.034407,0.267918,-0.666179,0.015145,0.023895,0.01746,0.056241,0.057244,0.267226,0.066498,0.03031,0.064359,0.674245,0.481956,canada,am,canada
cs0000305,0,10/6/2019,support_tier_1,account_type_2,2,customer support,assignment_group_1,technology_level_3_1,2,7,15106,3885,case_origination_source_1,case_origination_user_type_1,weekend,non_prime_time,yes,,0,,30,tribe_level_1_1,tribe_level_2_1,catalog_level_1,-0.386668,0.069941,0.034195,0.083478,0.480473,0.619951,-0.514764,0.078941,0.040635,0.100269,0.178168,0.63391,0,0.101046,0.013257,0.084281,0.299352,0.091042,-0.868086,0.170574,0.009215,0.147586,0.068828,0.719945,0,0.042294,0.001582,0.033965,0.117889,0.226401,united states of america,am,us
cs0000306,1,10/6/2019,support_tier_2,account_type_1,4,technical,assignment_group_4,technology_level_3_7,0,5,791,625,case_origination_source_1,case_origination_user_type_1,weekend,prime_time,no,,,,30,tribe_level_1_7,tribe_level_2_4,catalog_level_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kenya,ea,middle east and africa
cs0000307,1,10/6/2019,support_tier_4,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,2,1794,1427,case_origination_source_3,case_origination_user_type_1,weekend,prime_time,no,,,,31,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0000308,1,10/6/2019,support_tier_1,account_type_2,4,technical,assignment_group_3,technology_level_3_2,0,2,550,770,case_origination_source_1,case_origination_user_type_1,weekend,prime_time,no,5599,696764,28421,31,,,,0.786553,0.040932,0.03247,0.019446,0.582917,0.506155,0.786553,0.040932,0.03247,0.019446,0.582917,0.506155,0.483569,0.051537,0.040186,0.023993,0.6365,0.532443,0,0.083418,0.030889,0.068203,0.01075,0.291828,-0.72478,0.236369,0.038415,0.077904,0.014436,0.733084,canada,am,canada
cs0000309,0,10/5/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,4,0,6557,case_origination_source_2,case_origination_user_type_2,weekend,prime_time,no,,0,,31,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,germany,ep,"dach germany,austria,switz"
cs0000310,1,10/4/2019,support_tier_2,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,459,459,case_origination_source_3,case_origination_user_type_1,weekday,non_prime_time,no,,,,32,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0000311,0,10/4/2019,support_tier_2,account_type_1,4,technical,assignment_group_8,technology_level_3_2,2,1,569,569,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,russian federation,ep,central and eastern europe
cs0000312,1,10/4/2019,support_tier_3,account_type_2,2,technical,assignment_group_3,technology_level_3_2,1,9,7,341,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,2165,8453259,206463,33,,,,0.394388,0.071007,0.059039,0.078529,0.124594,0.100239,0.394388,0.071007,0.059039,0.078529,0.124594,0.100239,-0.394539,0.080963,0.069893,0.090704,0.09101,0.112389,0,0.072143,0.046341,0.042855,0.218816,0.057454,0.817908,0.087507,0.028137,0.016717,0.047198,0.171575,united states of america,am,us
cs0000313,1,10/4/2019,support_tier_1,account_type_2,4,technical,assignment_group_3,technology_level_3_2,0,2,235,121,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,no,2858,210125,7548,33,,,,0.72275,0.082074,0.061081,0.07823,0.566307,0.436971,0.56653,0.073263,0.034414,0.066405,0.556962,0.443521,0.38302,0.084867,0.046608,0.090596,0.152838,0.470654,0,0.09265,0.030681,0.108308,0.028428,0.36165,,,,,,,india,as,india-south asia
cs0000314,0,10/4/2019,support_tier_3,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,2,4,0,1127,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,no,,5,,33,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,denmark,ep,nordic
cs0000315,0,10/4/2019,support_tier_2,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,2,192,2181,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,0,,33,tribe_level_1_1,tribe_level_2_1,catalog_level_1,-0.789944,0.140085,0.06567,0.125629,0.085571,0.563929,-0.862223,0.105262,0.053358,0.089307,0.08642,0.566833,-0.419547,0.096474,0.047137,0.057584,0.09133,0.085469,-0.701275,0.220155,0.035127,0.113484,0.006032,0.826483,-0.758301,0.116127,0.008242,0.012693,0.039169,0.276563,sweden,ep,nordic
cs0000316,1,10/4/2019,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_17,0,1,12,12,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,,,33,tribe_level_1_8,tribe_level_2_2,catalog_level_12,0.785858,0.091781,0.053255,0.027809,0.657866,0.460277,0.785858,0.091781,0.053255,0.027809,0.657866,0.460277,0.785858,0.105543,0.034157,0.004108,0.09716,0.16518,0,0.056954,0.035483,0.019601,0.048291,0.7742,0.402093,0.029551,0.019067,0.024873,0.088189,0.490737,south africa,ea,middle east and africa
cs0000317,0,10/4/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_2,0,2,56,159,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,0,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,belgium,ep,benelux
cs0000318,0,10/4/2019,support_tier_1,account_type_3,4,technical,assignment_group_2,technology_level_3_35,0,2,21,23,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,,0,,33,tribe_level_1_3,tribe_level_2_2,catalog_level_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japan,jn,japan
cs0000319,0,10/3/2019,support_tier_1,account_type_2,3,technical,assignment_group_9,technology_level_3_2,1,6,15,1491,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,yes,1546,702517,27008,33,,,,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,-0.715609,0.026134,0.027193,0.032187,0.635819,0.111101,-0.824833,0.05711,0.021306,0.05205,0.023469,0.241826,canada,am,canada
cs0000320,0,10/3/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,2,29288,18610,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,,28870,,67,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0000321,0,10/3/2019,support_tier_1,account_type_2,4,technical,assignment_group_4,technology_level_3_7,0,2,7,11,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,,0,,33,tribe_level_1_7,tribe_level_2_4,catalog_level_4,0.99457,0.026704,0.021767,0.032173,0.432662,0.042805,0.99457,0.026704,0.021767,0.032173,0.432662,0.042805,0.99457,0.026704,0.021767,0.032173,0.432662,0.042805,-0.788131,0.03378,0.017814,0.211816,0.083212,0.466995,0.990509,0.045778,0.023134,0.017967,0.243346,0.036859,united states of america,am,us
cs0000322,0,10/3/2019,support_tier_4,account_type_3,2,technical,assignment_group_5,technology_level_3_36,0,3,8,27,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,801,15020,531,33,tribe_level_1_6,tribe_level_2_3,catalog_level_27,0.616783,0.077598,0.034537,0.080255,0.133331,0.58314,0.616783,0.077598,0.034537,0.080255,0.133331,0.58314,0.401641,0.109461,0.006816,0.062866,0.018895,0.844797,-0.515993,0.04522,0.629844,0.047442,0.035411,0.200101,-0.661604,0.156926,0.0176,0.034986,0.022853,0.736024,united states of america,am,us
cs0000323,1,10/3/2019,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_55,0,3,71,410,case_origination_source_1,case_origination_user_type_1,weekday,non_prime_time,no,,,,33,tribe_level_1_4,tribe_level_2_2,catalog_level_40,-0.533553,0.06294,0.022539,0.08247,0.524245,0.202156,-0.533553,0.06294,0.022539,0.08247,0.524245,0.202156,0,0.064075,0.018187,0.219392,0.076683,0.281997,-0.792078,0.119206,0.054429,0.054111,0.011644,0.423025,0,0.067458,0.085221,0.059042,0.097398,0.270518,united states of america,am,us
cs0000324,0,10/3/2019,support_tier_1,account_type_2,3,technical,assignment_group_3,technology_level_3_2,2,8,0,59,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,yes,5560,4029,79,34,,,,-0.770185,0.098988,0.026218,0.08949,0.255504,0.308332,-0.770185,0.098988,0.026218,0.08949,0.255504,0.308332,-0.770185,0.098988,0.026218,0.08949,0.255504,0.308332,0,0.089597,0.037567,0.055028,0.064353,0.122471,,,,,,,united states of america,am,us
cs0000325,0,10/3/2019,support_tier_3,account_type_3,1,technical,assignment_group_4,technology_level_3_10,0,10,7,641,case_origination_source_1,case_origination_user_type_1,weekday,prime_time,no,,189642,,34,tribe_level_1_9,tribe_level_2_4,catalog_level_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united kingdom,ep,uk and ireland
cs0000326,0,10/3/2019,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,3,0,6370,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,no,,0,,34,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,switzerland,ep,"dach germany,austria,switz"
